"netzbetreiber","netzbetreiberStrasse","netzbetreiberPlz","netzbetreiberOrt","gemeindeNummer","gemeindeName","postleitzahl","kanton"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2043","Sévaz","1541","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2044","Surpierre","1525 - 1534","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2045","Vallon","1565","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2050","Les Montets","1483 - 1534","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2051","Delley-Portalban","1567 - 1568","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2053","Belmont-Broye","1563 - 1776","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2054","Estavayer","1470 - 1542","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2055","Cheyres-Châbles","1468 - 1474","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2063","Billens-Hennens","1681","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2067","Le Châtelard","1689","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2068","Châtonnaye","1553","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2079","Grangettes","1686","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2086","Massonnens","1692","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2087","Mézières (FR)","1680 - 1684","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2096","Romont (FR)","1680","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2097","Rue","1085 - 1675","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2099","Siviriez","1676 - 1680","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2102","Ursy","1670 - 1675","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2113","Vuisternens-dev-Romont","1685 - 1697","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2114","Villorsonnens","1690 - 1694","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2115","Torny","1748 - 1749","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2117","Villaz","1680 - 1691","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2121","Haut-Intyamon","1669","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2122","Pont-en-Ogoz","1643 - 1645","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2124","Broc","1636 - 1653","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2125","Bulle","1630 - 1661","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2134","Grandvillard","1666","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2135","Gruyères","1635 - 1663","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2137","Hauteville","1634 - 1648","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2138","Jaun","1637 - 1716","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2140","Marsens","1633","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2145","Le Pâquier (FR)","1635 - 1661","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2147","Pont-la-Ville","1649","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2149","La Roche","1634 - 1733","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2152","Sâles","1625 - 1627","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2153","Sorens","1642","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2155","Vaulruz","1627 - 1630","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2160","Vuadens","1628 - 1630","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2162","Bas-Intyamon","1663 - 1667","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2173","Autigny","1742 - 1745","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2174","Avry","1754","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2175","Belfaux","1720 - 1782","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2177","Chénens","1744","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2183","Corminboeuf","1720 - 1753","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2186","Cottens (FR)","1741","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2194","Ferpicloz","1724","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2196","Fribourg","1700 - 1722","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2197","Givisiez","1762","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2198","Granges-Paccot","1763","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2206","Marly","1723 - 1725","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2208","Matran","1753","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2211","Neyruz (FR)","1740","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2216","Pierrafortscha","1723","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2220","Le Mouret","1724 - 1734","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2226","Treyvaux","1724 - 1733","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2228","Villars-sur-Glâne","1752","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2230","Villarsel-sur-Marly","1723 - 1724","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2233","Hauterive (FR)","1725 - 1730","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2234","La Brillaz","1745 - 1756","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2235","La Sonnaz","1782","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2236","Gibloux","1695 - 1728","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2237","Prez","1746 - 1757","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2238","Bois-d'Amont","1724 - 1732","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2250","Courgevaux","1796 - 3280","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2254","Courtepin","1583 - 3212","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2257","Cressier (FR)","1785","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2258","Fräschels","3284","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2261","Greng","3280","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2262","Gurmels","1792 - 3213","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2265","Kerzers","3207 - 3210","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2266","Kleinbösingen","3213","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2272","Misery-Courtion","1721","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2275","Murten","1595 - 3285","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2276","Ried bei Kerzers","3210 - 3216","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2278","Ulmiz","3214","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2284","Mont-Vully","1786 - 3236","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2292","Brünisried","1719","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2293","Düdingen","1700 - 3186","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2294","Giffers","1735","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2295","Bösingen","3178 - 3185","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2296","Heitenried","1714","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2299","Plaffeien","1716 - 1738","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2300","Plasselb","1716 - 1737","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2301","Rechthalten","1718 - 1735","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2303","St. Silvester","1724 - 1736","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2304","St. Ursen","1715 - 1718","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2305","Schmitten (FR)","1712 - 3185","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2306","Tafers","1700 - 3185","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2307","Tentlingen","1734","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2308","Ueberstorf","3175 - 3182","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2309","Wünnewil-Flamatt","3175 - 3185","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2321","Attalens","1616 - 1808","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2323","Bossonnens","1615","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2325","Châtel-Saint-Denis","1618 - 1619","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2328","Granges (Veveyse)","1614","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2333","Remaufens","1617 - 1618","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2335","Saint-Martin (FR)","1609","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2336","Semsales","1623 - 1630","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2337","Le Flon","1699","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","2338","La Verrerie","1611 - 1624","FR"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5451","Avenches","1564 - 1721","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5456","Cudrefin","1588","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5458","Faoug","1595","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5464","Vully-les-Lacs","1584 - 1787","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5790","Maracon","1613","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5813","Chevroux","1545","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5816","Corcelles-près-Payerne","1562 - 1774","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5817","Grandcour","1543","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5821","Missy","1565","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5822","Payerne","1530 - 1562","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5827","Trey","1552","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5841","Château-d'Oex","1659 - 1660","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5842","Rossinière","1658","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","5843","Rougemont","1659","VD"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6413","Rochefort","2019 - 2318","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6416","Milvignes","2000 - 2036","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6417","La Grande Béroche","2022 - 2103","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6423","La Sagne","2314","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6432","La Brévine","2124 - 2406","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6433","Brot-Plamboz","2318","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6434","Le Cerneux-Péquignot","2400 - 2414","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6435","La Chaux-du-Milieu","2400 - 2406","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6437","Les Ponts-de-Martel","2105 - 2318","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6451","Cornaux","2072 - 2087","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6452","Cressier (NE)","2072 - 2088","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6456","Lignières","2523","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6458","Neuchâtel","2000 - 2068","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6487","Val-de-Ruz","2019 - 2616","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6504","La Côte-aux-Fées","2115 - 2117","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6511","Les Verrières","2126 - 2406","NE"
"Groupe E SA","Route de Morat","1763","Granges-Paccot","6512","Val-de-Travers","2103 - 2406","NE"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2123","Botterens","1652","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2125","Bulle","1630 - 1661","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2128","Châtel-sur-Montsalvens","1653","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2129","Corbières","1646 - 1651","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2130","Crésuz","1653","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2131","Echarlens","1628 - 1646","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2143","Morlon","1638","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2148","Riaz","1628 - 1632","FR"
"Gruyère Energie S.A.","Rue de l'Etang","1630","Bulle","2163","Val-de-Charmey","1637 - 1716","FR"
"HEnergie Härkingen HEH","Fröschengasse","4624","Härkingen","2402","Härkingen","4624","SO"
"Hydrantenkorporation & Elektraversorgung Schönengrund","Bruggli","9105","Schönengrund","3003","Schönengrund","9105 - 9107","AR"
"IB Langenthal AG","Talstrasse 29","4900","Langenthal","329","Langenthal","4900 - 4924","BE"
"IB Wohlen AG","Steingasse","5610","Wohlen AG","4082","Wohlen (AG)","5610 - 5612","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4092","Birr","5242","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4095","Brugg","5116 - 5222","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4099","Habsburg","5245","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4100","Hausen (AG)","5210 - 5212","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4104","Lupfig","5212 - 5246","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4112","Rüfenach","5200 - 5235","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4122","Villnachern","5107 - 5225","AG"
"IBB Strom AG","Gaswerkstrasse","5200","Brugg AG","4185","Böztal","5075 - 5078","AG"
"IBC Energie Wasser Chur (IBC)","Felsenaustrasse","7004","Chur","3901","Chur","7000 - 7074","GR"
"IBC Energie Wasser Chur (IBC)","Felsenaustrasse","7004","Chur","3921","Arosa","7027 - 7260","GR"
"IWB Industrielle Werke Basel","Margarethenstrasse","4002","Basel","2701","Basel","4001 - 4059","BS"
"IWB Industrielle Werke Basel","Margarethenstrasse","4002","Basel","2702","Bettingen","4126","BS"
"IWB Industrielle Werke Basel","Margarethenstrasse","4002","Basel","2703","Riehen","4058 - 4125","BS"
"Impianti elettrici Bivio società cooperativa",,"7457","Bivio","3543","Surses","7452 - 7464","GR"
"Industrielle Betriebe Huttwil AG","Industriestrasse","4950","Huttwil","954","Huttwil","4938 - 4953","BE"
"Industrielle Betriebe Interlaken (IBI) AG","Fabrikstrasse","3800","Interlaken","581","Interlaken","3800","BE"
"Industrielle Betriebe Interlaken (IBI) AG","Fabrikstrasse","3800","Interlaken","587","Matten bei Interlaken","3800 - 3812","BE"
"Industrielle Betriebe Interlaken (IBI) AG","Fabrikstrasse","3800","Interlaken","593","Unterseen","3800","BE"
"Industrielle Betriebe Kloten AG","Flughafenstrasse","8302","Kloten","62","Kloten","8302 - 8309","ZH"
"Industrielle Betriebe Murten","Irisweg","3280","Murten","2271","Meyriez","3280","FR"
"Industrielle Betriebe Murten","Irisweg","3280","Murten","2274","Muntelier","3286","FR"
"Industrielle Betriebe Murten","Irisweg","3280","Murten","2275","Murten","1595 - 3285","FR"
"InfraWerkeMünsingen (IWM)","Aeschistrasse","3110","Münsingen","616","Münsingen","3083 - 3111","BE"
"Infrastruktur Zürichsee AG","Schulhausstrasse","8706","Meilen","156","Meilen","8706","ZH"
"Infrastruktur Zürichsee AG","Schulhausstrasse","8706","Meilen","159","Uetikon am See","8707","ZH"
"Jungfraubahn AG","Harderstrasse","3800","Interlaken","576","Grindelwald","3816 - 3823","BE"
"Jungfraubahn AG","Harderstrasse","3800","Interlaken","578","Gündlischwand","3812 - 3815","BE"
"Jungfraubahn AG","Harderstrasse","3800","Interlaken","584","Lauterbrunnen","3801 - 3826","BE"
"Jungfraubahn AG","Harderstrasse","3800","Interlaken","586","Lütschental","3816","BE"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1502","Buochs","6374","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1503","Dallenwil","6383","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1504","Emmetten","6376 - 6377","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1505","Ennetbürgen","6363 - 6374","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1506","Ennetmoos","6362 - 6372","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1507","Hergiswil (NW)","6010 - 6052","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1508","Oberdorf (NW)","6370 - 6383","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1509","Stans","6370 - 6373","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1510","Stansstad","6362 - 6365","NW"
"Kantonales Elektrizitätswerk Nidwalden (EWN)","Wilgasse","6370","Oberdorf NW","1511","Wolfenschiessen","6383 - 6390","NW"
"LST Energie AG","Weststrasse","8570","Weinfelden","4606","Stettfurt","9507 - 9548","TG"
"LST Energie AG","Weststrasse","8570","Weinfelden","4611","Thundorf","8500 - 8512","TG"
"LST Energie AG","Weststrasse","8570","Weinfelden","4741","Lommis","9506 - 9508","TG"
"Licht- und Kraftgenossenschaft Richigen","Hübeliweg","3078","Richigen","627","Worb","3068 - 3113","BE"
"Licht- und Wasserwerk AG Kandersteg","Oeschistrasse ","3718","Kandersteg","565","Kandersteg","3718","BE"
"Licht- und Wasserwerk Adelboden AG","Dorfstrasse","3715","Adelboden","561","Adelboden","3715 - 3725","BE"
"Localnet AG","Bernstr.","3400","Burgdorf","404","Burgdorf","3400 - 3472","BE"
"Martin Zeller AG, Elektrizitätswerk","Kirchstrasse","8890","Flums","3292","Flums","8888 - 8898","SG"
"Media Mesolcina Energia","Stradon","6562","Soazza","3821","Lostallo","6558","GR"
"Media Mesolcina Energia","Stradon","6562","Soazza","3823","Soazza","6562","GR"
"Media Mesolcina Energia","Stradon","6562","Soazza","3832","Grono","6537 - 6557","GR"
"Monthey Energies SA","Route du Petit-Clos","1870","Monthey","6153","Monthey","1870 - 1893","VS"
"Municipalité de La Neuveville","Vignobles ","2520","La Neuveville","723","La Neuveville","2514 - 2523","BE"
"Munizipalgemeinde Eisten, Stromversorgung","Zen-Schmieden ","3922","Eisten","6282","Eisten","3908 - 3922","VS"
"Munizipalgemeinde Wängi, Elektrititätswerk","Steinlerstrasse ","9545","Wängi","4781","Wängi","9545 - 9546","TG"
"Murg Flums Energie","Alte Staatsstrasse","8877","Murg","3292","Flums","8888 - 8898","SG"
"Murg Flums Energie","Alte Staatsstrasse","8877","Murg","3295","Quarten","8877 - 8898","SG"
"NetZulg AG","Bernstrasse","3613","Steffisburg","939","Steffisburg","3612 - 3627","BE"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6023","Conthey","1963 - 1976","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6025","Vétroz","1963 - 1976","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6082","Ayent","1958 - 1974","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6083","Evolène","1983 - 1986","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6084","Hérémence","1982 - 1987","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6087","Saint-Martin (VS)","1969 - 1982","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6089","Vex","1967 - 1992","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6090","Mont-Noble","1961 - 3967","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6113","Salgesch","3970 - 3972","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6232","Chalais","3966 - 3979","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6235","Chippis","3965","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6238","Grône","3967 - 3979","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6239","Icogne","1977 - 3963","VS"
"OIKEN SA","Rue de l'Industrie","1950","Sion","6240","Lens","1978 - 3978","VS"
