"netzbetreiber","netzbetreiberStrasse","netzbetreiberPlz","netzbetreiberOrt","gemeindeNummer","gemeindeName","postleitzahl","kanton"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5530","Pailly","1416","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5531","Penthéréaz","1375","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5533","Poliez-Pittet","1041","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5534","Rueyres","1046","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5535","Saint-Barthélemy (VD)","1040","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5537","Villars-le-Terroir","1040","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5539","Vuarrens","1418","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5540","Montilliez","1041 - 1043","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5541","Goumoëns","1376","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5551","Bonvillars","1423 - 1427","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5552","Bullet","1452 - 1453","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5553","Champagne","1424","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5554","Concise","1426 - 2028","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5555","Corcelles-près-Concise","1426","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5556","Fiez","1420 - 1453","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5557","Fontaines-sur-Grandson","1421 - 1453","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5559","Giez","1429","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5560","Grandevent","1421 - 1453","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5561","Grandson","1422","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5562","Mauborget","1453","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5563","Mutrux","1428","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5564","Novalles","1431","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5565","Onnens (VD)","1425","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5566","Provence","1428 - 2108","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5568","Sainte-Croix","1445 - 1454","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5571","Tévenon","1423 - 1453","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5582","Cheseaux-sur-Lausanne","1033","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5592","Romanel-sur-Lausanne","1032","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5601","Chexbres","1071","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5604","Forel (Lavaux)","1072 - 1091","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5606","Lutry","1090 - 1095","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5607","Puidoux","1070 - 1607","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5609","Rivaz","1071","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5610","Saint-Saphorin (Lavaux)","1071","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5611","Savigny","1073 - 1091","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5613","Bourg-en-Lavaux","1070 - 1098","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5621","Aclens","1123","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5622","Bremblens","1121","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5623","Buchillon","1164","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5624","Bussigny","1030","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5628","Chigny","1134","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5629","Clarmont","1127","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5631","Denens","1135","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5632","Denges","1026","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5633","Echandens","1026","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5634","Echichens","1112 - 1125","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5637","Lavigny","1170 - 1175","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5638","Lonay","1027","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5639","Lully (VD)","1132 - 1162","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5640","Lussy-sur-Morges","1167","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5642","Morges","1110","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5643","Préverenges","1028","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5645","Romanel-sur-Morges","1122","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5646","Saint-Prex","1162","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5649","Tolochenaz","1131","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5650","Vaux-sur-Morges","1126","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5651","Villars-Sainte-Croix","1029","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5652","Villars-sous-Yens","1168","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5653","Vufflens-le-Château","1134","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5654","Vullierens","1115","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5655","Yens","1169","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5656","Hautemorges","1116 - 1143","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5661","Boulens","1038 - 1063","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5663","Bussy-sur-Moudon","1514","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5665","Chavannes-sur-Moudon","1510 - 1512","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5669","Curtilles","1521","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5671","Dompierre (VD)","1682","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5673","Hermenches","1059 - 1513","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5674","Lovatens","1682","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5675","Lucens","1522 - 1683","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5678","Moudon","1510","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5680","Ogens","1045","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5683","Prévonloup","1682","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5684","Rossenges","1513","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5688","Syens","1510","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5690","Villars-le-Comte","1515","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5692","Vucherens","1509","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5693","Montanaire","1038 - 1515","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5701","Arnex-sur-Nyon","1277","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5702","Arzier-Le Muids","1264 - 1273","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5703","Bassins","1269","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5704","Begnins","1268","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5705","Bogis-Bossey","1279","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5706","Borex","1277","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5707","Chavannes-de-Bogis","1279","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5708","Chavannes-des-Bois","1290","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5709","Chéserex","1275 - 1276","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5711","Commugny","1291","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5712","Coppet","1296 - 1297","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5713","Crans (VD)","1299","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5714","Crassier","1263","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5716","Eysins","1262","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5717","Founex","1297","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5718","Genolier","1272","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5719","Gingins","1276","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5720","Givrins","1271 - 1272","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5722","Grens","1274","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5723","Mies","1290 - 1295","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5726","La Rippe","1275 - 1278","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5727","Saint-Cergue","1264 - 1276","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5728","Signy-Avenex","1274","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5729","Tannay","1295","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5730","Trélex","1270","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5731","Le Vaud","1261","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5741","L'Abergement","1355 - 1357","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5742","Agiez","1352","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5743","Arnex-sur-Orbe","1321","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5745","Baulmes","1446 - 1454","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5746","Bavois","1372","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5747","Bofflens","1353","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5748","Bretonnières","1329","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5749","Chavornay","1373 - 1435","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5750","Les Clées","1356","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5752","Croy","1322","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5754","Juriens","1326","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5755","Lignerolle","1357","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5756","Montcherand","1354","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5757","Orbe","1350","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5758","La Praz","1148","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5759","Premier","1324","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5760","Rances","1439","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5761","Romainmôtier-Envy","1323","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5762","Sergey","1355","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5763","Valeyres-sous-Rances","1358","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5766","Vuiteboeuf","1443 - 1445","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5785","Corcelles-le-Jorat","1082 - 1513","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5792","Montpreveyres","1081","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5798","Ropraz","1088","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5799","Servion","1077 - 1080","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5803","Vulliens","1084 - 1085","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5804","Jorat-Menthue","1041 - 1063","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5805","Oron","1078 - 1612","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5806","Jorat-Mézières","1076 - 1084","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5812","Champtauroz","1537","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5819","Henniez","1525","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5828","Treytorrens (Payerne)","1538","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5830","Villarzel","1554 - 1555","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5831","Valbroye","1485 - 1682","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5852","Bursinel","1195","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5853","Bursins","1183 - 1268","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5854","Burtigny","1268","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5855","Dully","1195","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5856","Essertines-sur-Rolle","1180 - 1186","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5857","Gilly","1180 - 1195","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5858","Luins","1184","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5859","Mont-sur-Rolle","1185","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5860","Perroy","1166","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5861","Rolle","1180","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5862","Tartegnin","1180","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5863","Vinzel","1184 - 1268","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5882","Chardonne","1801 - 1803","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5883","Corseaux","1802","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5884","Corsier-sur-Vevey","1804 - 1809","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5885","Jongny","1803 - 1805","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5886","Montreux","1807 - 1833","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5889","La Tour-de-Peilz","1814","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5890","Vevey","1800","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5891","Veytaux","1820","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5892","Blonay - Saint-Légier","1806 - 1807","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5902","Belmont-sur-Yverdon","1432","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5903","Bioley-Magnoux","1045 - 1407","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5904","Chamblon","1436","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5905","Champvent","1443","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5907","Chavannes-le-Chêne","1464","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5908","Chêne-Pâquier","1464","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5909","Cheseaux-Noréaz","1400","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5910","Cronay","1406","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5911","Cuarny","1400 - 1404","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5912","Démoret","1415","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5913","Donneloye","1407 - 1408","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5914","Ependes (VD)","1434","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5919","Mathod","1438","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5921","Molondin","1415","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5922","Montagny-près-Yverdon","1442","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5923","Oppens","1047","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5924","Orges","1430","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5925","Orzens","1413","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5926","Pomy","1405","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5928","Rovray","1463","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5929","Suchy","1433","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5930","Suscévaz","1437","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5931","Treycovagnes","1436","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5932","Ursins","1412","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5933","Valeyres-sous-Montagny","1441","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5934","Valeyres-sous-Ursins","1412","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5935","Villars-Epeney","1404","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5937","Vugelles-La Mothe","1431","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","5939","Yvonand","1462","VD"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6151","Champéry","1874","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6152","Collombey-Muraz","1868 - 1893","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6154","Port-Valais","1897 - 1898","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6155","Saint-Gingolph","1898","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6156","Troistorrents","1872 - 1875","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6157","Val-d'Illiez","1873","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6158","Vionnaz","1895 - 1899","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6159","Vouvry","1896 - 1899","VS"
"Romande Energie SA","Rue de Lausanne","1110","Morges","6610","Céligny","1298","GE"
"SEDRE SA","Place de Curala","1934","Le Châble VS","6035","Sembrancher","1933","VS"
"SEDRE SA","Place de Curala","1934","Le Châble VS","6037","Val de Bagnes","1927 - 1948","VS"
"SEDRE SA","Place de Curala","1934","Le Châble VS","6131","Bovernier","1927 - 1932","VS"
"SIE SA","Chemin de la Gottrause","1023","Crissier","5583","Crissier","1023 - 1033","VD"
"SIE SA","Chemin de la Gottrause","1023","Crissier","5591","Renens (VD)","1020","VD"
"SIE SA","Chemin de la Gottrause","1023","Crissier","5627","Chavannes-près-Renens","1015 - 1022","VD"
"SIE SA","Chemin de la Gottrause","1023","Crissier","5635","Ecublens (VD)","1015 - 1024","VD"
"SWG","Brühlstrasse","2540","Grenchen","2546","Grenchen","2540","SO"
"SWL Energie AG","Werkhofstrasse","5600","Lenzburg","4201","Lenzburg","5600","AG"
"Service Industriel de la Commune, Pully","Avenue du Prieuré","1009","Pully","5590","Pully","1009 - 1068","VD"
"Service de l'Electricité, Municipalité de Moutier","Rue de l'Hôtel-de-Ville ","2740","Moutier","700","Moutier","2740","BE"
"Service des Energies, Commune d'Yverdon-les-Bains","Rue de l'Ancien-Stand","1400","Yverdon-les-Bains","5938","Yverdon-les-Bains","1400 - 1432","VD"
"Services industriels de Delémont","Route de Bâle","2800","Delémont 2","6711","Delémont","2800 - 2852","JU"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6601","Aire-la-Ville","1288","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6602","Anières","1247","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6603","Avully","1237","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6604","Avusy","1236 - 1285","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6605","Bardonnex","1257 - 1258","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6606","Bellevue","1293","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6607","Bernex","1232 - 1286","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6608","Carouge (GE)","1227","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6609","Cartigny","1236","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6611","Chancy","1237 - 1285","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6612","Chêne-Bougeries","1224 - 1231","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6613","Chêne-Bourg","1225","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6614","Choulex","1244","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6615","Collex-Bossy","1239 - 1290","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6616","Collonge-Bellerive","1222 - 1245","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6617","Cologny","1223","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6618","Confignon","1228 - 1232","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6619","Corsier (GE)","1246","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6620","Dardagny","1283","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6621","Genève","1201 - 1292","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6622","Genthod","1294","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6623","Le Grand-Saconnex","1209 - 1218","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6624","Gy","1251 - 1254","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6625","Hermance","1248","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6626","Jussy","1254","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6627","Laconnex","1236 - 1287","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6628","Lancy","1212 - 1256","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6629","Meinier","1252","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6630","Meyrin","1214 - 1217","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6631","Onex","1212 - 1213","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6632","Perly-Certoux","1258","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6633","Plan-les-Ouates","1212 - 1257","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6634","Pregny-Chambésy","1202 - 1292","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6635","Presinge","1243","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6636","Puplinge","1241","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6637","Russin","1281","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6638","Satigny","1214 - 1281","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6639","Soral","1286","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6640","Thônex","1226","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6641","Troinex","1255 - 1257","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6642","Vandoeuvres","1253","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6643","Vernier","1209 - 1220","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6644","Versoix","1290","GE"
"Services industriels de Genève","chemin du Château-Bloch","1219","Le Lignon","6645","Veyrier","1234 - 1256","GE"
"Services industriels de la Ville de Nyon","Rt de Champ-Colin","1260","Nyon 2","5724","Nyon","1260","VD"
"Sinergy Infrastructure SA","Rue du Collège","1920","Martigny","6136","Martigny","1904 - 1928","VS"
"Sinergy Infrastructure SA","Rue du Collège","1920","Martigny","6137","Martigny-Combe","1920 - 1928","VS"
"Societad Ovra electrica Lumbrein","Vigela","7148","Lumbrein","3618","Lumnezia","7110 - 7149","GR"
"Società Elettrica Sopracenerina SA (Mesolcina)","Casella postale 161","6601","Locarno","3805","Castaneda","6537 - 6541","GR"
"Società Elettrica Sopracenerina SA (Mesolcina)","Casella postale 161","6601","Locarno","3810","Santa Maria in Calanca","6541","GR"
"Società Elettrica Sopracenerina SA (Mesolcina)","Casella postale 161","6601","Locarno","3834","Roveredo (GR)","6535 - 6549","GR"
"Società Elettrica Sopracenerina SA (Mesolcina)","Casella postale 161","6601","Locarno","3835","San Vittore","6533 - 6534","GR"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5048","Acquarossa","6715 - 6724","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5049","Blenio","6717 - 6720","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5050","Serravalle","6713 - 6721","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5071","Dalpe","6774","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5073","Giornico","6743 - 6745","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5076","Personico","6744","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5077","Pollegio","6742","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5079","Quinto","6772 - 6777","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5096","Brione sopra Minusio","6645 - 6646","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5097","Brissago","6614","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5108","Gordola","6596","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5112","Lavertezzo","6595","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5113","Locarno","6516 - 6652","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5115","Losone","6616 - 6618","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5117","Mergoscia","6647","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5118","Minusio","6645 - 6648","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5120","Muralto","6600","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5121","Orselina","6600 - 6644","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5125","Ronco sopra Ascona","6613 - 6622","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5131","Tenero-Contra","6598 - 6646","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5136","Onsernone","6611 - 6664","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5138","Cugnasco-Gerra","6516 - 6597","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5281","Biasca","6710 - 6742","TI"
