 Year ; Cultura ; Crop ; Region ; Council ; Distrito ; Nut2 ; Nut3 ;TSI;Pre;StateSupport
2021;olival - azeite; olive grove - olive oil ;C;Elvas; Portalegre ; Alentejo ; Alto Alentejo ;4568681.30;72222.46;42927.76
2021;olival - azeite; olive grove - olive oil ;C;Estremoz; Évora ; Alentejo ; Alentejo Central ;108413.10;1788.79;1049.54
2021;olival - azeite; olive grove - olive oil ;C;Évora; Évora ; Alentejo ; Alentejo Central ;1347709.01;18188.32;10854.79
2021;olival - azeite; olive grove - olive oil ;C;Ferreira do Alentejo; Beja ; Alentejo ; Baixo Alentejo ;2763723.11;27882.74;16880.81
2021;olival - azeite; olive grove - olive oil ;C;Fronteira; Portalegre ; Alentejo ; Alto Alentejo ;9121.68;150.49;88.13
2021;olival - azeite; olive grove - olive oil ;C;Gavião; Portalegre ; Alentejo ; Alto Alentejo ;79.80;1.32;0.75
2021;olival - azeite; olive grove - olive oil ;C;Monforte; Portalegre ; Alentejo ; Alto Alentejo ;47634.96;785.97;448.00
2021;olival - azeite; olive grove - olive oil ;C;Montemor-o-Novo; Évora ; Alentejo ; Alentejo Central ;425795.08;8255.03;3575.10
2021;olival - azeite; olive grove - olive oil ;C;Moura; Beja ; Alentejo ; Baixo Alentejo ;1870934.63;27060.39;15486.01
2021;olival - azeite; olive grove - olive oil ;C;Mourão; Évora ; Alentejo ; Alentejo Central ;134671.50;2222.05;1266.52
2021;olival - azeite; olive grove - olive oil ;C;Nisa; Portalegre ; Alentejo ; Alto Alentejo ;2445.04;40.30;22.93
2021;olival - azeite; olive grove - olive oil ;C;Ourique; Beja ; Alentejo ; Baixo Alentejo ;6012.00;52.20;31.38
2021;olival - azeite; olive grove - olive oil ;C;Ponte de Sôr; Portalegre ; Alentejo ; Alto Alentejo ;5366.76;88.55;50.47
2021;olival - azeite; olive grove - olive oil ;C;Portel; Évora ; Alentejo ; Alentejo Central ;712162.20;6184.84;3717.49
2021;olival - azeite; olive grove - olive oil ;C;Redondo; Évora ; Alentejo ; Alentejo Central ;2325.75;34.54;20.72
2021;olival - azeite; olive grove - olive oil ;C;Reguengos de Monsaraz; Évora ; Alentejo ; Alentejo Central ;1717.79;28.33;16.15
2021;olival - azeite; olive grove - olive oil ;C;Santarém; Santarém ; Alentejo ; Lezíria do Tejo ;407064.02;6097.11;3524.91
2021;olival - azeite; olive grove - olive oil ;C;Serpa; Beja ; Alentejo ; Baixo Alentejo ;2528527.43;35527.96;20995.71
2021;olival - azeite; olive grove - olive oil ;C;Sousel; Portalegre ; Alentejo ; Alto Alentejo ;327783.49;5259.51;3155.67
2021;olival - azeite; olive grove - olive oil ;C;Viana do Alentejo; Évora ; Alentejo ; Alentejo Central ;1322478.00;11485.23;6903.31
