 Year ; Cultura ; Crop ; Region ; Council ; Distrito ; Nut2 ; Nut3 ;TSI;Pre;StateSupport
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;794947.50;28617.90;17170.74
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;9695241.04;369350.73;218537.63
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Chamusca ; Santarém ; Alentejo ; Lezíria do Tejo ;1338830.65;53219.04;31268.95
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;1011567.00;31120.08;18681.83
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;2174479.06;66426.71;39856.03
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;637241.42;22940.53;13764.32
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;3444935.57;124016.91;74410.15
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;819328.50;28546.25;17136.70
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Golegã ; Santarém ; Alentejo ; Lezíria do Tejo ;1229616.00;51643.58;30101.03
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;140724.00;5741.50;3444.90
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;308825.29;11117.65;6670.59
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;225150.00;9456.24;5511.67
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Mora ; Évora ; Alentejo ; Alentejo Central ;48802.50;1375.21;825.74
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;448368.75;16141.18;9684.71
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Ponte de Sôr ; Portalegre ; Alentejo ; Alto Alentejo ;40365.00;1137.45;682.98
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Salvaterra de Magos ; Santarém ; Alentejo ; Lezíria do Tejo ;4980397.09;176874.95;106140.33
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;1158550.50;42848.66;25504.54
 2’017 ;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE; tomato for industry ; C ; Vendas Novas ; Évora ; Alentejo ; Alentejo Central ;125901.00;4784.20;2870.52
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;105462.00;1339.37;803.64
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;28934.40;367.45;220.46
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;6949.32;88.25;52.95
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Sines ; Setúbal ; Alentejo ; Alentejo Litoral ;17361.50;220.49;132.28
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;156345.00;1985.57;1191.33
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;16068.48;265.14;159.09
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;28988.89;478.32;286.99
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Alter do Chão ; Portalegre ; Alentejo ; Alto Alentejo ;85800.40;1415.71;849.43
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Alvito ; Beja ; Alentejo ; Baixo Alentejo ;30145.80;497.41;298.44
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;25959.00;428.33;257.00
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;1863.60;30.74;17.52
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;50646.63;820.60;484.81
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;50509.40;833.40;500.04
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;1817.76;29.99;17.99
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;38169.60;629.81;377.88
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Cuba ; Beja ; Alentejo ; Baixo Alentejo ;110349.40;1820.76;1092.44
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;167142.20;2757.86;1654.71
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;7992.72;131.87;76.34
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;218861.70;3493.89;2093.63
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;3117.60;51.43;30.86
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;164707.20;2717.68;1630.61
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;300317.90;4720.88;2828.85
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;4347.00;71.72;40.88
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;337594.80;5570.30;3342.18
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;22212.00;366.50;208.90
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;26375.00;435.19;261.11
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;1256.00;20.72;11.81
 2’017 ; tremocilha e similares ; bitter vetch and similar crops ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;15337.72;253.06;145.63
 2’017 ; tremoço doce ; sweet lupine ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;65.00;1.07;0.64
 2’017 ; tremoço doce ; sweet lupine ; D ; Abrantes ; Santarém ; Região do Centro ; Médio Tejo ;2863.96;71.60;32.98
 2’017 ; trigo duro ; durum wheat ; B ; Arruda Dos Vinhos ; Lisboa ; Região do Centro ; Oeste ;8565.30;29.12;16.59
 2’017 ; trigo duro ; durum wheat ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;19809.90;67.35;38.39
 2’017 ; trigo duro ; durum wheat ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;6072.90;20.64;11.76
 2’017 ; trigo duro ; durum wheat ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;9562.50;39.21;23.52
 2’017 ; trigo duro ; durum wheat ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;132150.95;537.87;320.54
 2’017 ; trigo duro ; durum wheat ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;128581.02;527.17;314.39
 2’017 ; trigo duro ; durum wheat ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;425269.15;1741.05;1039.98
 2’017 ; trigo duro ; durum wheat ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;593552.07;2433.56;1460.15
 2’017 ; trigo duro ; durum wheat ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;15022.80;61.59;36.95
 2’017 ; trigo duro ; durum wheat ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;289212.45;1185.75;711.42
 2’017 ; trigo duro ; durum wheat ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;77018.33;315.74;187.69
 2’017 ; trigo duro ; durum wheat ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;237109.00;972.14;570.33
 2’017 ; trigo duro ; durum wheat ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;42463.25;172.21;101.74
 2’017 ; trigo duro ; durum wheat ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;207805.05;852.00;510.88
 2’017 ; trigo duro ; durum wheat ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;158045.00;647.99;388.79
 2’017 ; trigo duro ; durum wheat ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;115573.84;473.82;270.04
 2’017 ; trigo duro ; durum wheat ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;156711.75;642.50;385.49
 2’017 ; trigo duro ; durum wheat ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;54625.00;223.96;134.37
 2’017 ; trigo duro ; durum wheat ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;1828.80;7.49;4.27
 2’017 ; trigo duro ; durum wheat ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;174503.88;715.40;422.83
 2’017 ; trigo duro ; durum wheat ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;115186.26;472.25;283.35
 2’017 ; trigo duro ; durum wheat ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;44763.00;183.53;110.12
 2’017 ; trigo duro ; durum wheat ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;356.40;3.67;2.20
 2’017 ; trigo mole ; soft wheat ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;9800.00;33.32;19.30
 2’017 ; trigo mole ; soft wheat ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;77543.40;263.63;157.23
 2’017 ; trigo mole ; soft wheat ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;26784.00;91.06;51.89
 2’017 ; trigo mole ; soft wheat ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;348163.73;1427.47;856.51
 2’017 ; trigo mole ; soft wheat ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;548624.26;2249.34;1347.04
 2’017 ; trigo mole ; soft wheat ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;15045.72;61.68;35.33
 2’017 ; trigo mole ; soft wheat ; C ; Alter do Chão ; Portalegre ; Alentejo ; Alto Alentejo ;45040.22;184.66;110.79
 2’017 ; trigo mole ; soft wheat ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;85585.10;350.89;210.55
 2’017 ; trigo mole ; soft wheat ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;58901.12;241.48;140.65
 2’017 ; trigo mole ; soft wheat ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;31194.00;127.90;74.19
 2’017 ; trigo mole ; soft wheat ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;1140284.08;4597.29;2746.11
 2’017 ; trigo mole ; soft wheat ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;614994.83;2521.49;1509.17
 2’017 ; trigo mole ; soft wheat ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;12750.00;52.28;31.37
 2’017 ; trigo mole ; soft wheat ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;239264.66;980.93;579.41
 2’017 ; trigo mole ; soft wheat ; C ; Cuba ; Beja ; Alentejo ; Baixo Alentejo ;45930.78;188.31;112.57
 2’017 ; trigo mole ; soft wheat ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;445725.48;1827.43;1093.52
 2’017 ; trigo mole ; soft wheat ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;33428.24;137.05;82.03
 2’017 ; trigo mole ; soft wheat ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;506275.36;2075.73;1221.71
 2’017 ; trigo mole ; soft wheat ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;150206.56;614.77;364.04
 2’017 ; trigo mole ; soft wheat ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;42000.00;172.20;103.32
 2’017 ; trigo mole ; soft wheat ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;39061.64;159.78;91.55
 2’017 ; trigo mole ; soft wheat ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;233415.35;957.01;574.21
 2’017 ; trigo mole ; soft wheat ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;5856.00;24.01;14.40
 2’017 ; trigo mole ; soft wheat ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;81148.30;332.64;199.03
 2’017 ; trigo mole ; soft wheat ; C ; Mourão ; Évora ; Alentejo ; Alentejo Central ;41100.00;168.49;97.42
 2’017 ; trigo mole ; soft wheat ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;6581.60;26.98;15.73
 2’017 ; trigo mole ; soft wheat ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;67113.12;275.16;161.91
 2’017 ; trigo mole ; soft wheat ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;39930.00;163.71;98.23
 2’017 ; trigo mole ; soft wheat ; C ; Reguengos de Monsaraz ; Évora ; Alentejo ; Alentejo Central ;11680.00;47.90;28.73
 2’017 ; trigo mole ; soft wheat ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;28618.40;117.31;69.20
 2’017 ; trigo mole ; soft wheat ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;401075.53;1644.31;966.94
 2’017 ; trigo mole ; soft wheat ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;84102.76;344.83;203.98
 2’017 ; trigo mole ; soft wheat ; C ; Torres Novas ; Santarém ; Região do Centro ; Médio Tejo ;4134.00;16.94;10.16
 2’017 ; trigo mole ; soft wheat ; C ; Viana do Alentejo ; Évora ; Alentejo ; Alentejo Central ;30603.32;125.47;75.29
 2’017 ; trigo mole ; soft wheat ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;117892.73;478.00;280.83
 2’017 ; trigo mole ; soft wheat ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;50593.34;207.43;124.46
 2’017 ; trigo mole ; soft wheat ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;10552.92;108.68;65.20
 2’017 ; triticale ; triticale ; B ; Odemira ; Beja ; Alentejo ; Alentejo Litoral ;20044.80;68.14;40.29
 2’017 ; triticale ; triticale ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;66469.47;225.93;133.39
 2’017 ; triticale ; triticale ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;276746.08;1134.63;676.92
 2’017 ; triticale ; triticale ; C ; Alcanena ; Santarém ; Região do Centro ; Médio Tejo ;4081.05;16.72;9.53
 2’017 ; triticale ; triticale ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;361658.26;1482.68;873.81
 2’017 ; triticale ; triticale ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;16463.40;67.49;39.34
 2’017 ; triticale ; triticale ; C ; Alter do Chão ; Portalegre ; Alentejo ; Alto Alentejo ;6634.10;27.20;16.32
 2’017 ; triticale ; triticale ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;105434.30;432.26;249.02
 2’017 ; triticale ; triticale ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;304306.49;1231.25;729.91
 2’017 ; triticale ; triticale ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;2400.00;9.84;5.60
 2’017 ; triticale ; triticale ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;190639.72;781.61;467.91
 2’017 ; triticale ; triticale ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;155443.65;637.26;375.86
 2’017 ; triticale ; triticale ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;108792.87;446.05;263.43
 2’017 ; triticale ; triticale ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;99434.04;407.63;238.54
 2’017 ; triticale ; triticale ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;142188.36;582.97;348.12
 2’017 ; triticale ; triticale ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;65121.02;263.93;156.38
 2’017 ; triticale ; triticale ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;71942.70;294.95;176.07
 2’017 ; triticale ; triticale ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;63505.92;254.05;150.54
 2’017 ; triticale ; triticale ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;304461.14;1248.27;748.56
 2’017 ; triticale ; triticale ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;107132.02;439.19;257.62
 2’017 ; triticale ; triticale ; C ; Mourão ; Évora ; Alentejo ; Alentejo Central ;7680.00;31.49;18.89
 2’017 ; triticale ; triticale ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;52666.02;215.94;124.36
 2’017 ; triticale ; triticale ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;14060.50;57.64;34.58
 2’017 ; triticale ; triticale ; C ; Reguengos de Monsaraz ; Évora ; Alentejo ; Alentejo Central ;121344.27;497.50;295.42
 2’017 ; triticale ; triticale ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;9663.84;39.61;22.56
 2’017 ; triticale ; triticale ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;62706.08;257.08;151.70
 2’017 ; triticale ; triticale ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;6494.04;26.63;15.98
 2’017 ; triticale ; triticale ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;70268.00;288.10;172.86
 2’017 ; triticale ; triticale ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;30023.70;225.17;135.11
 2’017 ; triticale ; triticale ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;26879.88;276.84;166.10
 2’017 ; uva de mesa ; table grape ; A ; Silves ; Faro ; Algarve ; Algarve ;16000.00;161.60;92.11
 2’017 ; uva de mesa ; table grape ; A ; Tavira ; Faro ; Algarve ; Algarve ;21240.00;214.52;128.71
 2’017 ; uva de mesa ; table grape ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;324322.50;4339.69;2595.89
 2’017 ; uva de mesa ; table grape ; B ; Arruda Dos Vinhos ; Lisboa ; Região do Centro ; Oeste ;268270.51;3569.41;2140.79
 2’017 ; uva de mesa ; table grape ; B ; Soure ; Coimbra ; Região do Centro ; Região de Coimbra ;13162.50;175.07;105.04
 2’017 ; uva de mesa ; table grape ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;671622.50;8943.18;5365.53
 2’017 ; uva de mesa ; table grape ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;868634.99;13736.11;8180.53
 2’017 ; uva de mesa ; table grape ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;128430.00;2119.09;1207.87
 2’017 ; uva de mesa ; table grape ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;30700.00;1943.30;1165.96
 2’016 ; abacate ; avocado ; A ; Albufeira ; Faro ; Algarve ; Algarve ;66830.09;3094.22;1763.69
 2’016 ; abacate ; avocado ; A ; Loulé ; Faro ; Algarve ; Algarve ;102784.06;4758.89;2712.56
 2’016 ; abóbora ; pumpkin ; C ; Chamusca ; Santarém ; Alentejo ; Lezíria do Tejo ;12030.00;198.49;123.06
 2’016 ; abóbora ; pumpkin ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;37206.00;329.56;209.67
 2’016 ; abóbora ; pumpkin ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;67743.00;1117.75;670.65
 2’016 ; abóbora ; pumpkin ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;17100.00;282.15;160.81
 2’016 ; abóbora ; pumpkin ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;8828.16;145.66;90.31
 2’016 ; abóbora ; pumpkin ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;5000.00;140.00;62.62
 2’016 ; alface ; lettuce ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;1280.00;51.71;16.03
 2’016 ; alfarroba ; carob ; A ; Loulé ; Faro ; Algarve ; Algarve ;4320.37;43.62;27.04
 2’016 ; alfarroba ; carob ; A ; Monchique ; Faro ; Algarve ; Algarve ;81.00;0.81;0.50
 2’016 ; alperce ; apricot ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;15720.00;1649.02;1071.86
 2’016 ; alperce ; apricot ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;16980.00;1602.91;1041.89
 2’016 ; alperce ; apricot ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;16300.00;1538.72;1000.17
 2’016 ; alpista ; canary seed ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;2610.00;10.70;6.96
 2’016 ; ameixa ; plum ; A ; Lourinhã ; Lisboa ; Região do Centro ; Oeste ;163812.00;5815.31;3744.36
 2’016 ; ameixa ; plum ; A ; Mafra ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;11169.00;396.50;257.72
 2’016 ; ameixa ; plum ; A ; Torres Vedras ; Lisboa ; Região do Centro ; Oeste ;127574.00;4528.87;2943.77
 2’016 ; ameixa ; plum ; B ; Alcobaça ; Leiria ; Região do Centro ; Oeste ;107461.50;5641.10;3666.76
 2’016 ; ameixa ; plum ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;128292.00;6735.35;4377.98
 2’016 ; ameixa ; plum ; B ; Bombarral ; Leiria ; Região do Centro ; Oeste ;80234.00;4212.26;2737.98
 2’016 ; ameixa ; plum ; B ; Cadaval ; Lisboa ; Região do Centro ; Oeste ;102312.00;5371.39;3491.44
 2’016 ; ameixa ; plum ; B ; Palmela ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;600.21;31.51;19.53
 2’016 ; ameixa ; plum ; B ; Porto de Mós ; Leiria ; Região do Centro ; Região de Leiria ;6585.00;328.54;213.59
